title,genre,background,combined
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"Action, Adventure, Fantasy",Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria adapts the first 4 volumes of Fujino Omori&#039;s light novel series of the same title.,"Action, Adventure, Fantasy Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria adapts the first 4 volumes of Fujino Omori&#039;s light novel series of the same title."
Angel (Special),Dementia,Angel was nominated in the categories of short film and animation in various international festivals and was awarded the 1st prize at the Japan Digital Contents Grand Prix 2001.,Dementia Angel was nominated in the categories of short film and animation in various international festivals and was awarded the 1st prize at the Japan Digital Contents Grand Prix 2001.
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,Comedy,The webisode was available only through a Mobage (DeNA&#039;s mobile app) purchase according to the official The iDOLM@STER Cinderella Girls twitter.,Comedy The webisode was available only through a Mobage (DeNA&#039;s mobile app) purchase according to the official The iDOLM@STER Cinderella Girls twitter.
Shirome-chan no Uta,"Comedy, Music","After the initial July 2016 release, another version with a different vocal track was uploaded in January 2017. This video is longer, as it used the original video and repeated some footage. ","Comedy, Music After the initial July 2016 release, another version with a different vocal track was uploaded in January 2017. This video is longer, as it used the original video and repeated some footage. "
Kagaku na Yatsura,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen",Kagaku na Yatsura&rsquo;s single OVA came bundled with the limited edition version of the manga&rsquo;s fourth volume.,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen Kagaku na Yatsura&rsquo;s single OVA came bundled with the limited edition version of the manga&rsquo;s fourth volume."
Gintama&#039;,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",This is the second season of Gintama. In the episode continuity corresponds to episodes 202-252 of Gintama.,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen This is the second season of Gintama. In the episode continuity corresponds to episodes 202-252 of Gintama."
Yama no Susume: Kabe tte Kowakunai no?,"Comedy, Slice of Life",Yama no Susume: Kabe tte Kowakunai no? adapts a story from the 2nd volume of siro&#039;s manga series of the same title.,"Comedy, Slice of Life Yama no Susume: Kabe tte Kowakunai no? adapts a story from the 2nd volume of siro&#039;s manga series of the same title."
JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Supernatural, Drama, Shounen","JoJo no Kimyou na Bouken: Stardust Crusaders, as well as its second season, is a full adaptation of the third part of the JoJo no Kimyou na Bouken manga series. The first season covers the first 69 chapters of the manga. As with the prior season, the opening theme animations were produced by the studio Kamikaze Douga (神風動画).","Action, Adventure, Supernatural, Drama, Shounen JoJo no Kimyou na Bouken: Stardust Crusaders, as well as its second season, is a full adaptation of the third part of the JoJo no Kimyou na Bouken manga series. The first season covers the first 69 chapters of the manga. As with the prior season, the opening theme animations were produced by the studio Kamikaze Douga (神風動画)."
Hadashi no Gen,"Drama, Historical",Winner of the Oufuji Noburou Award at the Mainichi Film Awards in 1983.,"Drama, Historical Winner of the Oufuji Noburou Award at the Mainichi Film Awards in 1983."
Karigurashi no Arrietty,Fantasy,"Karigurashi no Arrietty is Studio Ghibli&rsquo;s re-imagining of Mary Norton&rsquo;s 1952 novel, &ldquo;The Borrowers.&rdquo; The film won 5 Tokyo Anime Awards in 2011 for the following categories: Animation of the Year, Best Art Direction, Best Director, Best Music, and Notable Entry.","Fantasy Karigurashi no Arrietty is Studio Ghibli&rsquo;s re-imagining of Mary Norton&rsquo;s 1952 novel, &ldquo;The Borrowers.&rdquo; The film won 5 Tokyo Anime Awards in 2011 for the following categories: Animation of the Year, Best Art Direction, Best Director, Best Music, and Notable Entry."
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Drama,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai! was first screened at the 4th Taipei International Comics & Animation Festival. It was screened in Japan for the first time at the Wake Up, Girls! Ten exhibition in Sendai Airport on March 27, 2016.","Drama Wake Up, Girls! no Miyagi PR Yarasete Kudasai! was first screened at the 4th Taipei International Comics & Animation Festival. It was screened in Japan for the first time at the Wake Up, Girls! Ten exhibition in Sendai Airport on March 27, 2016."
Kiki to Lala no Aoi Tori,Kids,Screened alongside Hello Kitty no Cinderella and My Melody no Akazukin at the first Sanrio Sekai Meisaku Eigakan theatrical road show.,Kids Screened alongside Hello Kitty no Cinderella and My Melody no Akazukin at the first Sanrio Sekai Meisaku Eigakan theatrical road show.
Gintama&#039;: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","This special Gintama episode was previewed at a screening at Jump Special Anime Festa 2014. On April 3, 2015, it was later bundled with a limited edition of the manga&#039;s 58th volume.","Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen This special Gintama episode was previewed at a screening at Jump Special Anime Festa 2014. On April 3, 2015, it was later bundled with a limited edition of the manga&#039;s 58th volume."
Aitata Bocchi,"Dementia, Drama",Premiered at the New Chitose Airport International Animation Festival.,"Dementia, Drama Premiered at the New Chitose Airport International Animation Festival."
009 Re:Cyborg,"Action, Adventure, Mecha, Sci-Fi","Winner of the Platinum Grand Prize during the 2013 Future Film Festival, held in Italy.","Action, Adventure, Mecha, Sci-Fi Winner of the Platinum Grand Prize during the 2013 Future Film Festival, held in Italy."
Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space","When Cowboy Bebop first aired in spring of 1998 on TV Tokyo, only episodes 2, 3, 7-15, and 18 were broadcast, it was concluded with a recap special known as Yose Atsume Blues. This was due to anime censorship having increased following the big controversies over Evangelion, as a result most of the series was pulled from the air due to violent content. Satellite channel WOWOW picked up the series in the fall of that year and aired it in its entirety uncensored. Cowboy Bebop was not a ratings hit in Japan, but sold over 19,000 DVD units in the initial release run, and 81,000 overall. Protagonist Spike Spiegel won Best Male Character, and Megumi Hayashibara won Best Voice Actor for her role as Faye Valentine in the 1999 and 2000 Anime Grand Prix, respectively.Cowboy Bebop&#039;s biggest influence has been in the United States, where it premiered on Adult Swim in 2001 with many reruns since. The show&#039;s heavy Western influence struck a chord with American viewers, where it became a ""gateway drug"" to anime aimed at adult audiences.","Action, Adventure, Comedy, Drama, Sci-Fi, Space When Cowboy Bebop first aired in spring of 1998 on TV Tokyo, only episodes 2, 3, 7-15, and 18 were broadcast, it was concluded with a recap special known as Yose Atsume Blues. This was due to anime censorship having increased following the big controversies over Evangelion, as a result most of the series was pulled from the air due to violent content. Satellite channel WOWOW picked up the series in the fall of that year and aired it in its entirety uncensored. Cowboy Bebop was not a ratings hit in Japan, but sold over 19,000 DVD units in the initial release run, and 81,000 overall. Protagonist Spike Spiegel won Best Male Character, and Megumi Hayashibara won Best Voice Actor for her role as Faye Valentine in the 1999 and 2000 Anime Grand Prix, respectively.Cowboy Bebop&#039;s biggest influence has been in the United States, where it premiered on Adult Swim in 2001 with many reruns since. The show&#039;s heavy Western influence struck a chord with American viewers, where it became a ""gateway drug"" to anime aimed at adult audiences."
Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller","Mahou Shoujo Madoka★Magica has received widespread critical acclaim, with critics praising the writing, visuals and soundtrack of the series, as well as its approach to the magical girl subgenre. It has also been a commercial success, with each BD volume selling more than 50,000 copies.The series won several awards in Japan, such as the Television Award at the 16th Animation Kobe Awards, as well as 12 Newtype Anime Awards and the Grand Prize for animation in the 2011 Japan Media Arts awards. In 2015, the show was also awarded the inaugural Sugoi Japan Grand Prix, Japan&#039;s nationwide vote for manga, anime, and novels considered as cultural assets that have the potential to be beloved all over the world, among all the works published since 2005.","Drama, Magic, Psychological, Thriller Mahou Shoujo Madoka★Magica has received widespread critical acclaim, with critics praising the writing, visuals and soundtrack of the series, as well as its approach to the magical girl subgenre. It has also been a commercial success, with each BD volume selling more than 50,000 copies.The series won several awards in Japan, such as the Television Award at the 16th Animation Kobe Awards, as well as 12 Newtype Anime Awards and the Grand Prize for animation in the 2011 Japan Media Arts awards. In 2015, the show was also awarded the inaugural Sugoi Japan Grand Prix, Japan&#039;s nationwide vote for manga, anime, and novels considered as cultural assets that have the potential to be beloved all over the world, among all the works published since 2005."
Perfect Blue,"Dementia, Horror, Psychological, Drama","The film won the Best Asian Film (tied with the 1994 film The Legend of Drunken Master) during the 1997 Fantasia Film Festival. In 1998 it won the Best Film - Animation Fantasia Section Award during the Fantasporto Festival. In 2000 it won the Best Animated Feature, B-Movie Award during the B-Movie Film Festival.","Dementia, Horror, Psychological, Drama The film won the Best Asian Film (tied with the 1994 film The Legend of Drunken Master) during the 1997 Fantasia Film Festival. In 1998 it won the Best Film - Animation Fantasia Section Award during the Fantasporto Festival. In 2000 it won the Best Animated Feature, B-Movie Award during the B-Movie Film Festival."
